trans_date_trans_time,merchant,category,amt,gender,city,state,zip,city_pop,job,hour,day,month,day_of_week,age,distance,is_fraud,fraud_label,fraud_prob,predicted_fraud,predicted_label,risk_level,lat,long,merch_lat,merch_long
2019-01-01 00:22:39,"fraud_Heller, Gutmann and Zieme",grocery_pos,82.8,F,Tiptonville,TN,38079,5577,Geochemist,0,1,1,1,54,0.3579828849945122,0,Legitimate,0.0893809523809523,0,Legitimate,Low,36.3846,-89.4649,36.294205,-89.81128199999999
2019-01-01 00:22:44,fraud_Torphy-Goyette,shopping_pos,66.21,F,Republic,MI,49879,1038,Armed forces training and education officer,0,1,1,1,54,0.524714267209308,0,Legitimate,0.0651428571428571,0,Legitimate,Low,46.368,-87.9938,46.412038,-88.516663
2019-01-01 00:23:41,fraud_Balistreri-Nader,misc_pos,25.58,F,Baton Rouge,LA,70808,378909,"Designer, furniture",0,1,1,1,41,0.7307518905292004,0,Legitimate,0.1090295815295815,0,Legitimate,Low,30.4066,-91.1468,29.737426,-90.853194
2019-01-01 00:23:58,"fraud_Bahringer, Schoen and Corkery",shopping_pos,9.03,M,Washington,DC,20012,601723,"Optician, dispensing",0,1,1,1,48,0.5946890298803138,0,Legitimate,0.2252068487068487,0,Legitimate,Low,38.9757,-77.0282,38.880898,-76.44111600000001
2019-01-01 00:25:46,fraud_Hudson-Ratke,grocery_pos,99.0,M,Big Creek,KY,40914,467,"Psychologist, forensic",0,1,1,1,34,0.4338000767922982,0,Legitimate,0.0570277777777777,0,Legitimate,Low,37.1046,-83.5706,36.823545,-83.90104000000001
2019-01-01 00:26:22,fraud_Heidenreich PLC,grocery_pos,207.36,F,Bellmore,NY,11710,34496,"Librarian, public",0,1,1,1,48,0.5704239177909695,0,Legitimate,0.0912142857142857,0,Legitimate,Low,40.6729,-73.5365,40.202538,-73.859212
2019-01-01 00:27:45,fraud_Halvorson Group,misc_pos,181.35,F,Florence,MS,39073,19685,Fine artist,0,1,1,1,34,0.6409994184279664,0,Legitimate,0.0445833333333333,0,Legitimate,Low,32.153,-90.1217,31.939812,-90.726209
2019-01-01 00:27:56,fraud_Harber Inc,gas_transport,82.22,F,Allentown,PA,18103,166081,"Scientist, research (maths)",0,1,1,1,20,0.3377611257160918,0,Legitimate,0.1505811688311688,0,Legitimate,Low,40.5891,-75.4645,40.586238,-75.802249
2019-01-01 00:29:11,"fraud_Mosciski, Gislason and Mertz",grocery_pos,221.81,F,Moriches,NY,11955,3285,"Research officer, trade union",0,1,1,1,30,0.8295164899777494,0,Legitimate,0.2026168831168831,0,Legitimate,Low,40.8095,-72.8229,40.011959,-72.594808
2019-01-01 00:30:49,"fraud_Christiansen, Goyette and Schamberger",gas_transport,53.6,F,Esbon,KS,66941,242,Tourism officer,0,1,1,1,31,0.8441202250894068,0,Legitimate,0.148515873015873,0,Legitimate,Low,39.7562,-98.4462,40.332519,-99.062962
2019-01-01 00:31:01,fraud_Howe Ltd,misc_pos,54.02,F,Chatham,NY,12037,4015,Human resources officer,0,1,1,1,47,0.5964441238414508,0,Legitimate,0.101313492063492,0,Legitimate,Low,42.3496,-73.5873,42.041783,-73.076424
2019-01-01 00:31:51,fraud_Ledner-Pfannerstill,gas_transport,102.13,F,Thompson,UT,84540,46,"Surveyor, minerals",0,1,1,1,31,0.8503221995249836,0,Legitimate,0.15381786350904,0,Legitimate,Low,38.9999,-109.615,39.807313,-109.348294
2019-01-01 00:32:15,fraud_Lockman Ltd,grocery_pos,212.75,F,Holcomb,KS,67851,2691,Arboriculturist,0,1,1,1,25,0.902898630111934,0,Legitimate,0.1707835497835498,0,Legitimate,Low,37.9931,-100.9893,38.862183,-101.234087
2019-01-01 00:32:15,fraud_Koepp-Witting,grocery_pos,130.4,F,North Prairie,WI,53153,2328,Applications developer,0,1,1,1,76,0.7022348853887826,0,Legitimate,0.1044523809523809,0,Legitimate,Low,42.9385,-88.395,42.236269,-88.397336
2019-01-01 00:32:47,fraud_Doyle Ltd,grocery_pos,91.16,M,Laredo,TX,78040,248858,Video editor,0,1,1,1,47,0.3266760412549503,0,Legitimate,0.1373452380952381,0,Legitimate,Low,27.5155,-99.4986,27.588953000000004,-99.816911
2019-01-01 00:33:51,"fraud_Schaefer, Maggio and Daugherty",gas_transport,55.78,M,Grant,AL,35747,5901,Curator,0,1,1,1,46,0.7904828489398185,0,Legitimate,0.0919894321364909,0,Legitimate,Low,34.4959,-86.259,35.255978000000006,-86.041872
2019-01-01 00:34:10,fraud_Stracke-Lemke,grocery_pos,83.07,F,Conway,WA,98238,85,"Research officer, political party",0,1,1,1,34,0.507093108548118,0,Legitimate,0.132948717948718,0,Legitimate,Low,48.34,-122.3456,48.682111,-122.719904
2019-01-01 00:36:12,"fraud_Mosciski, Ziemann and Farrell",shopping_net,4.38,F,New Goshen,IN,47863,205,"Engineer, mining",0,1,1,1,58,0.868207935197555,0,Legitimate,0.0515,0,Legitimate,Low,39.5803,-87.4616,39.681736,-88.323862
2019-01-01 00:36:58,fraud_Cartwright-Harris,grocery_pos,130.89,F,Sunflower,MS,38778,1686,"Education officer, community",0,1,1,1,32,0.3134113481241644,0,Legitimate,0.081,0,Legitimate,Low,33.5567,-90.5451,33.595647,-90.234118
2019-01-01 00:37:18,fraud_Pacocha-O'Reilly,grocery_pos,103.0,F,Enola,AR,72047,969,"Physicist, medical",0,1,1,1,64,0.2179580150510716,0,Legitimate,0.0667822650970133,0,Legitimate,Low,35.2087,-92.2123,35.034285,-92.34301
2019-01-01 00:39:22,fraud_Pfeffer LLC,grocery_net,50.82,F,Roosevelt,OK,73564,551,Amenity horticulturist,0,1,1,1,48,0.0811280292192483,0,Legitimate,0.1221446608946608,0,Legitimate,Low,34.847,-98.9836,34.852665,-98.90267
2019-01-01 00:39:37,fraud_Huels-Hahn,gas_transport,60.77,M,Pointe Aux Pins,MI,49775,95,Electrical engineer,0,1,1,1,24,0.7967056749201715,0,Legitimate,0.1520879509379509,0,Legitimate,Low,45.7549,-84.447,45.323099,-85.11654300000001
2019-01-01 00:39:43,fraud_Volkman PLC,food_dining,122.86,M,Dallas,TX,75210,1263321,Television camera operator,0,1,1,1,76,0.8686451806554945,0,Legitimate,0.1929043456543456,0,Legitimate,Low,32.7699,-96.743,32.282224,-97.46183
2019-01-01 00:40:44,fraud_Kiehn-Emmerich,grocery_pos,212.45,F,Jay,FL,32565,5719,Higher education careers adviser,0,1,1,1,24,0.5157026089714891,0,Legitimate,0.1357857142857143,0,Legitimate,Low,30.8985,-87.1332,31.414174,-87.138632
2019-01-01 00:40:48,fraud_Kemmer-Buckridge,misc_pos,7.33,F,North Tonawanda,NY,14120,45100,Ambulance person,0,1,1,1,25,0.9576150342016392,0,Legitimate,0.4477095959595958,0,Legitimate,Medium,43.0498,-78.851,43.1763,-77.901777
2019-01-01 00:40:50,fraud_Cummerata-Jones,gas_transport,70.53,M,Athena,OR,97813,1302,Dealer,0,1,1,1,42,0.5763128239012314,0,Legitimate,0.1058671883671883,0,Legitimate,Low,45.8289,-118.4971,46.043252,-117.962133
2019-01-01 00:40:58,"fraud_Goldner, Kovacek and Abbott",grocery_pos,58.26,M,Chester,MD,21619,5848,Paediatric nurse,0,1,1,1,37,0.5133590179085126,0,Legitimate,0.0326190476190476,0,Legitimate,Low,38.9583,-76.2842,39.240962,-76.71273199999999
2019-01-01 00:41:43,fraud_Spinka-Welch,grocery_net,50.45,M,Elkhart,IA,50073,1195,Trading standards officer,0,1,1,1,44,0.1392119615909478,0,Legitimate,0.0990714285714285,0,Legitimate,Low,41.8114,-93.4855,41.776673,-93.350689
2019-01-01 00:41:45,fraud_Huel-Langworth,misc_net,177.57,F,Thompson,UT,84540,46,"Surveyor, minerals",0,1,1,1,31,0.6261396676980231,0,Legitimate,0.1233214285714285,0,Legitimate,Low,38.9999,-109.615,38.419431,-109.380252
2019-01-01 00:42:26,fraud_Macejkovic-Lesch,shopping_pos,8.57,F,Surrency,GA,31563,1324,"Engineer, technical sales",0,1,1,1,92,0.5372098473632062,0,Legitimate,0.1197142857142857,0,Legitimate,Low,31.6489,-82.1982,32.023302,-82.58345
2019-01-01 00:43:38,fraud_Corwin-Collins,gas_transport,56.66,M,Arcadia,MI,49613,680,"Designer, jewellery",0,1,1,1,52,0.5199390927791452,0,Legitimate,0.081512987012987,0,Legitimate,Low,44.5232,-86.2061,44.00529,-86.25199
2019-01-01 00:44:20,fraud_Morar Inc,grocery_net,75.34,F,Gaithersburg,MD,20882,135332,Clinical biochemist,0,1,1,1,82,0.8038131282039517,0,Legitimate,0.1721785714285714,0,Legitimate,Low,39.2335,-77.1458,38.817293,-77.83346800000001
2019-01-01 00:44:43,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,62.54,M,Bowdoin,ME,4287,3224,"Engineer, electronics",0,1,1,1,21,0.6759285938692081,0,Legitimate,0.1562619047619047,0,Legitimate,Low,44.0575,-69.9656,43.585423,-70.449359
2019-01-01 00:45:13,"fraud_Huel, Hammes and Witting",grocery_pos,92.84,F,Heart Butte,MT,59448,743,Water engineer,0,1,1,1,46,1.056218531180455,0,Legitimate,0.0887124819624819,0,Legitimate,Low,48.2777,-112.8456,49.080153,-113.53238
2019-01-01 00:46:18,"fraud_Ferry, Lynch and Kautzer",misc_net,2.76,F,San Jose,CA,95148,973849,Science writer,0,1,1,1,63,0.3353999976446086,0,Legitimate,0.1390238095238095,0,Legitimate,Low,37.3304,-121.7913,37.548452000000005,-121.536454
2019-01-01 00:47:55,fraud_Heathcote LLC,shopping_net,101.35,M,Rumely,MI,49826,137,Film/video editor,0,1,1,1,28,0.842070327681718,0,Legitimate,0.0847478354978354,0,Legitimate,Low,46.3481,-87.0436,46.796891,-86.331091
2019-01-01 00:48:09,fraud_Huel-Langworth,misc_net,303.47,F,Cranks,KY,40820,581,"Psychologist, counselling",0,1,1,1,51,0.7609240459454643,0,Legitimate,0.5917942612942612,1,Fraudulent,Medium,36.7558,-83.1838,36.394203000000005,-82.51428299999999
2019-01-01 00:49:25,"fraud_Little, Gutmann and Lynch",shopping_net,83.52,M,Ravenna,NE,68869,2202,"Solicitor, Scotland",0,1,1,1,44,0.0789287248408365,0,Legitimate,0.057021645021645,0,Legitimate,Low,41.0233,-98.9041,40.992141,-98.831582
2019-01-01 00:49:31,fraud_Torphy-Goyette,shopping_pos,9.97,M,Utica,KS,67584,269,Product/process development scientist,0,1,1,1,56,1.1486111566082815,0,Legitimate,0.0840952380952381,0,Legitimate,Low,38.6411,-100.138,38.075226,-99.138453
2019-01-01 00:50:53,fraud_Jaskolski-Dibbert,grocery_net,16.16,F,Uledi,PA,15484,328,Tree surgeon,0,1,1,1,35,1.160135016905357,0,Legitimate,0.670366466866467,1,Fraudulent,High,39.8936,-79.7856,39.222743,-78.839099
2019-01-01 00:52:57,fraud_Hackett-Lueilwitz,grocery_pos,59.56,M,Naples,FL,34112,276002,"Programme researcher, broadcasting/film/video",0,1,1,1,39,0.6921617299750206,0,Legitimate,0.0872857142857143,0,Legitimate,Low,26.1184,-81.7361,25.801181,-82.351291
2019-01-01 00:55:05,fraud_Cummings LLC,gas_transport,57.23,M,Thida,AR,72165,111,Careers information officer,0,1,1,1,18,0.928746129471872,0,Legitimate,0.1312142857142857,0,Legitimate,Low,35.5762,-91.4539,36.144895,-92.188172
2019-01-01 00:56:12,"fraud_Swaniawski, Lowe and Robel",shopping_pos,317.14,M,Parks,AZ,86018,759,"Geologist, engineering",0,1,1,1,61,0.7329903737437475,0,Legitimate,0.3394779942279942,0,Legitimate,Medium,35.2563,-111.95,35.268124,-112.682895
2019-01-01 00:56:44,"fraud_Osinski, Ledner and Leuschke",grocery_pos,127.88,F,Central,IN,47110,350,Counsellor,0,1,1,1,63,0.972102550956936,0,Legitimate,0.0708677629325111,0,Legitimate,Low,38.097,-86.1723,38.860981,-86.77339599999999
2019-01-01 00:56:59,"fraud_Reichert, Huels and Hoppe",shopping_net,113.4,M,Fort Washakie,WY,82514,1645,Freight forwarder,0,1,1,1,42,0.4158598919407856,0,Legitimate,0.0206363636363636,0,Legitimate,Low,43.0048,-108.8964,42.868965,-108.50335
2019-01-01 00:57:17,fraud_Ankunding LLC,shopping_net,94.53,M,Etlan,VA,22719,395,Senior tax professional/tax inspector,0,1,1,1,36,1.1984550290920322,0,Legitimate,0.0679047619047619,0,Legitimate,Low,38.5095,-78.2638,37.84676,-79.262334
2019-01-01 00:57:30,fraud_Pfeffer and Sons,shopping_pos,1.82,M,Brinson,GA,39825,1461,"Engineer, broadcasting (operations)",0,1,1,1,83,1.109948048927066,0,Legitimate,0.0773968253968254,0,Legitimate,Low,30.9788,-84.7373,31.973466,-84.244731
2019-01-01 00:58:02,"fraud_Greenholt, Jacobi and Gleason",gas_transport,75.77,M,Shrewsbury,MA,1545,35299,English as a second language teacher,0,1,1,1,43,0.6272632321322555,0,Legitimate,0.1143650793650793,0,Legitimate,Low,42.2848,-71.7205,42.889256,-71.88810699999999
2019-01-01 00:58:53,fraud_Kunze Inc,grocery_pos,108.59,F,Bigelow,MN,56117,399,Economist,0,1,1,1,41,1.0175452914421037,0,Legitimate,0.0677777777777777,0,Legitimate,Low,43.5336,-95.6515,44.51103,-95.934394
2019-01-01 00:59:25,fraud_Harris Inc,gas_transport,48.68,F,North Washington,PA,16048,139,Patent attorney,0,1,1,1,64,0.8137715693811083,0,Legitimate,0.0737905982905983,0,Legitimate,Low,41.0472,-79.8089,40.237898,-79.89407299999999
2019-01-01 01:00:19,"fraud_Connelly, Reichert and Fritsch",gas_transport,72.35,M,Holloway,OH,43985,128,Child psychotherapist,1,1,1,1,72,1.0124702629850413,0,Legitimate,0.0980714285714285,0,Legitimate,Low,40.0113,-80.9701,39.308098,-81.698525
2019-01-01 01:00:48,fraud_Howe Ltd,misc_pos,218.71,F,Littleton,CO,80120,320420,Water engineer,1,1,1,1,43,0.939442211509052,0,Legitimate,0.1187463924963925,0,Legitimate,Low,39.5994,-105.0044,39.335171,-104.102882
2019-01-01 01:01:48,fraud_Torp-Labadie,gas_transport,52.59,F,Hinesburg,VT,5461,4542,Claims inspector/assessor,1,1,1,1,20,0.9174263045634772,0,Legitimate,0.2073614718614718,0,Legitimate,Low,44.3346,-73.098,45.084808,-73.626071
2019-01-01 01:02:16,fraud_Wolf Inc,grocery_pos,89.11,M,Meadville,MO,64659,964,Tourist information centre manager,1,1,1,1,44,1.1037153917949123,0,Legitimate,0.0684090354090354,0,Legitimate,Low,39.7795,-93.3014,40.773306,-92.821257
2019-01-01 01:02:53,fraud_VonRueden Group,grocery_net,89.35,F,Elberta,MI,49628,372,"Exhibitions officer, museum/gallery",1,1,1,1,23,0.9103308107495778,0,Legitimate,0.0749714285714285,0,Legitimate,Low,44.5995,-86.2141,44.630758,-87.12389399999999
2019-01-01 01:04:48,fraud_Vandervort-Funk,grocery_pos,50.68,M,Moab,UT,84532,9772,Location manager,1,1,1,1,29,0.6786085313470614,0,Legitimate,0.0759166666666666,0,Legitimate,Low,38.5677,-109.5271,38.482541,-108.853856
2019-01-01 01:06:06,fraud_Bernhard Inc,gas_transport,64.47,F,North Washington,PA,16048,139,Patent attorney,1,1,1,1,64,0.9786012254335216,0,Legitimate,0.0796239316239316,0,Legitimate,Low,41.0472,-79.8089,40.068764,-79.826882
2019-01-01 01:06:22,"fraud_Morissette, Weber and Wiegand",grocery_net,63.58,F,Diamond,OH,44412,2644,"Engineer, biomedical",1,1,1,1,35,0.7443047782326799,0,Legitimate,0.0594166666666666,0,Legitimate,Low,41.0935,-81.0425,41.8136,-81.23076999999999
2019-01-01 01:08:31,fraud_Brekke and Sons,gas_transport,81.85,F,Bradley,SC,29819,1523,Research scientist (physical sciences),1,1,1,1,34,0.5958330322372217,0,Legitimate,0.1002756132756132,0,Legitimate,Low,34.0326,-82.2027,33.828472999999995,-81.642924
2019-01-01 01:09:22,fraud_Mraz-Herzog,gas_transport,59.7,F,Hopewell,VA,23860,31970,Purchasing manager,1,1,1,1,83,0.4738905403624343,0,Legitimate,0.1637597402597402,0,Legitimate,Low,37.2876,-77.295,36.962777,-77.640054
2019-01-01 01:09:41,fraud_Ledner-Pfannerstill,gas_transport,90.54,M,Hawthorne,CA,90250,93193,"Editor, magazine features",1,1,1,1,23,1.0566252387833592,0,Legitimate,0.0832892156862745,0,Legitimate,Low,33.9143,-118.3493,32.990285,-117.836803
2019-01-01 01:09:57,fraud_Padberg-Welch,grocery_pos,50.57,M,Kensington,MD,20895,19054,Operations geologist,1,1,1,1,42,0.9026861649100412,0,Legitimate,0.0299523809523809,0,Legitimate,Low,39.0298,-77.0793,38.394608000000005,-76.437916
2019-01-01 01:09:57,"fraud_Rippin, Kub and Mann",misc_net,3.79,F,Plainfield,NJ,7060,71485,Leisure centre manager,1,1,1,1,44,0.8908543091807993,0,Legitimate,0.158814935064935,0,Legitimate,Low,40.6152,-74.415,40.813669,-75.283465
2019-01-01 01:10:16,fraud_Kutch-Hegmann,grocery_net,54.54,M,Ruth,NV,89319,450,Interpreter,1,1,1,1,72,1.1840492356739187,0,Legitimate,0.1499145021645021,0,Legitimate,Low,39.3426,-114.8859,38.69322,-115.87599
2019-01-01 01:11:02,fraud_Corwin-Gorczany,misc_net,3.35,F,Avoca,IA,51521,2036,Engineering geologist,1,1,1,1,47,0.6290071299182561,0,Legitimate,0.1463935231435232,0,Legitimate,Low,41.4768,-95.3509,41.907592,-95.809232
2019-01-01 01:14:11,fraud_Huels-Nolan,gas_transport,50.61,M,Princeton,IA,52768,1426,Agricultural consultant,1,1,1,1,61,1.159558592499743,0,Legitimate,0.0992806637806637,0,Legitimate,Low,41.6858,-90.3706,41.027284,-89.416172
2019-01-01 01:14:11,fraud_Jaskolski-Dibbert,grocery_net,50.74,F,Sherman,TX,75092,46563,Systems developer,1,1,1,1,48,0.636320339848573,0,Legitimate,0.0957261904761904,0,Legitimate,Low,33.6372,-96.6184,34.266941,-96.709668
2019-01-01 01:14:55,fraud_DuBuque LLC,grocery_pos,186.73,F,Loxahatchee,FL,33470,26551,Paramedic,1,1,1,1,41,1.168327622193803,0,Legitimate,0.05725,0,Legitimate,Low,26.7383,-80.27600000000001,27.610009,-79.49811
2019-01-01 01:15:01,fraud_Kutch-Hegmann,grocery_net,39.95,M,Smackover,AR,71762,2501,Financial adviser,1,1,1,1,32,0.8970381340015664,0,Legitimate,0.0961741363211951,0,Legitimate,Low,33.3398,-92.7442,33.651123,-91.902918
2019-01-01 01:16:52,fraud_Brekke and Sons,gas_transport,55.18,F,Loxahatchee,FL,33470,26551,Paramedic,1,1,1,1,41,0.6396599020245001,0,Legitimate,0.1105436507936507,0,Legitimate,Low,26.7383,-80.27600000000001,27.346033,-80.475563
2019-01-01 01:17:44,"fraud_Mosciski, Gislason and Mertz",grocery_pos,92.99,M,Cokeburg,PA,15324,632,Dealer,1,1,1,1,29,0.6760265179710061,0,Legitimate,0.0567777777777777,0,Legitimate,Low,40.1008,-80.0652,40.706082,-80.366274
2019-01-01 01:18:10,fraud_Schmeler Inc,misc_pos,43.02,M,Leetsdale,PA,15056,1140,"Administrator, education",1,1,1,1,32,0.8903585915040078,0,Legitimate,0.0458358395989975,0,Legitimate,Low,40.5662,-80.2099,41.419964,-79.957263
